NumUnit,mmol/mmol,unit,millimole per millimole
NumUnit,x 10^9/l,unit,billion per liter
NumUnit,Kg/mÂ²,unit,kilogram per square meter
NumUnit,mm/hour,unit,millimeter per hour
NumUnit,ml/min/bsa,unit,milliliter per minute per 1.73 square meter
NumUnit,year,unit,year
NumUnit,micromol/L,unit,micromole per liter
NumUnit,a day,unit,per 24 hours
NumUnit,litres/minute,unit,liter per minute
NumUnit,10 12/L,unit,trillion per liter
NumUnit,m,unit,meter
NumUnit,/week,unit,per week
NumUnit,mmol/molHb,unit,millimole per mole of hemoglobin
NumUnit,x 10*12/L,unit,trillion per liter
NumUnit,ml/min/1.7,unit,milliliter per minute per 1.73 meter
NumUnit,degC,unit,degree Celsius
NumUnit,mL/min/1.73sqm,unit,milliliter per minute per 1.73 square meter
NumUnit,min,unit,minute
NumUnit,units=*,unit,units
NumUnit,Cel,unit,degree Celsius
NumUnit,x10^9 /L,unit,billion per liter
NumUnit,seconds,unit,second
NumUnit,mL/m/1.73m,unit,milliliter per minute per 1.73 meter
NumUnit,weeks,unit,week
NumUnit,*10^9/cumm,unit,billion per liter
NumUnit,x 10^9/litre,unit,billion per liter
NumUnit,/6,unit,score
NumUnit,micmol/l,unit,micromole per liter
NumUnit,ug/g,unit,microgram per gram
NumUnit,pg/cell,unit,picogram per cell
NumUnit,g/mol,unit,gram per mole
NumUnit,10*9,unit,billion
NumUnit,f/L,unit,Farad per liter
NumUnit,MicroU/L,unit,microunit per liter
NumUnit,days,unit,day
NumUnit,_,unit,units
NumUnit,microg/L,unit,microgram per liter
NumUnit,g/week,unit,gram per time
NumUnit,microns,unit,micrometer
NumUnit,Not given,unit,unit
NumUnit,e9/l,unit,billion per liter
NumUnit,mg/mmol(creat),unit,milligram per millimole of creatinine
NumUnit,x10\S\12l,unit,trillion per liter
NumUnit,secs,unit,second
NumUnit,10^3/uL,unit,milliunit per liter
NumUnit,10^12,unit,per trillion
NumUnit,10/9L,unit,billion per liter
NumUnit,years,unit,year
NumUnit,Score,unit,score
NumUnit,*10^6/cu mm,unit,million per cubic millimeter
NumUnit,(Unknown),unit,unit
NumUnit,mol/L,unit,mole per liter
NumUnit,ppm,unit,parts per million
NumUnit,cp,unit,centipoise
NumUnit,mL/min/1.73*2,unit,milliliter per minute per 1.73 square meter
NumUnit,MCMOL/L,unit,micromole per liter
NumUnit,/day (past),unit,per 24 hours
NumUnit,IFCCmmol/mol,unit,millimole per mole
NumUnit,week,unit,week
NumUnit,pg/cl,unit,picogram per cell
NumUnit,x10^12,unit,parts per trillion
NumUnit,mM/M,unit,millimole per mole
NumUnit,x10^9l,unit,billion per liter
NumUnit,x10 9/,unit,billion per liter
NumUnit,Unknown,unit,unit
NumUnit,/28,unit,score
NumUnit,units/wk,unit,unit per week
NumUnit,day,unit,day
NumUnit,10*12 cells/L,unit,trillion cells per liter
NumUnit,KUa/L,unit,thousand allergen-specific IgE antibody units per liter
NumUnit,ug/ml,unit,microgram per milliliter
NumUnit,(Calculated),unit,calculated
NumUnit,cmm,unit,per cubic millimeter
NumUnit,mL/min/1.72m*2,unit,milliliter per minute per 1.73 square meter
NumUnit,mm1st hr,unit,millimeter per hour
NumUnit,MG/DL,unit,milligram per deciliter
NumUnit,% total Hb,unit,percent hemoglobin
NumUnit,IU,unit,international unit
NumUnit,mL/min/1.73m\S\2,unit,milliliter per minute per 1.73 square meter
NumUnit,/min,unit,per minute
NumUnit,Body Mass Index,unit,kilogram per square meter
NumUnit,days/week,unit,day per week
NumUnit,Cigs/Day,unit,per 24 hours
NumUnit,per 100 wbcs,unit,per 100 white blood cells
NumUnit,ml,unit,milliliter
NumUnit,mL/min/1.73sq.m,unit,milliliter per minute per 1.73 square meter
NumUnit,/5,unit,score
NumUnit,Stage,unit,
NumUnit,X 10 9/L,unit,billion per liter
NumUnit,oz/wk,unit,
NumUnit,/30,unit,score
NumUnit,dB,unit,Decibel
NumUnit,mg/mmol creat,unit,milligram per millimole of creatinine
NumUnit,mm/1 hr,unit,millimeter per hour
NumUnit,/10,unit,unit per 10
NumUnit,C,unit,degree Celsius
NumUnit,10/9 l,unit,billion per liter
NumUnit,nanogram/ml,unit,nanogram per milliliter
NumUnit,units per week,unit,unit per week
NumUnit,micromicgrams,unit,microgram
NumUnit,litres/min,unit,liter per minute
NumUnit,mls/min/sa,unit,milliliter per minute
NumUnit,10*3/L,unit,thousand per liter
NumUnit,{breaths}/min,unit,counts per minute
NumUnit,Cervical smear: negative,unit,
NumUnit,hour,unit,hour
NumUnit,iu/L(37C),unit,international unit per liter
NumUnit,ml/min/1.73,unit,milliliter per minute per 1.73 meter
NumUnit,x 109/l,unit,billion per liter
NumUnit,wk,unit,week
NumUnit,X10*9,unit,per billion
NumUnit,/1,unit,score
NumUnit,cms,unit,centimeter
NumUnit,% WBC,unit,percent of white blood cells
NumUnit,AI,unit,avidity index
NumUnit,x10^6/L,unit,million per liter
NumUnit,1/min,unit,liter per minute
NumUnit,x109/l,unit,billion per liter
NumUnit,10**12/L,unit,trillion per liter
NumUnit,g/24h,unit,gram per 24 hours
NumUnit,sec,unit,second
NumUnit,pH,unit,pH
NumUnit,i.u./l,unit,international unit per liter
NumUnit,{cigarettes}/d,unit,per 24 hours
NumUnit,mPa/s,unit,millipascal second
NumUnit,mol/mol,unit,ratio
NumUnit,e12/l,unit,trillion per liter
NumUnit,x10e12/l,unit,trillion per liter
NumUnit,BMI,unit,kilogram per square meter
NumUnit,/2,unit,score
NumUnit,RBC/Blood,unit,percent
NumUnit,kiu/L,unit,kilo-international unit per liter
NumUnit,second,unit,second
NumUnit,10*9/mL,unit,billion per milliliter
NumUnit,/mm,unit,millimeter
NumUnit,Systolic,unit,millimeter mercury column
NumUnit,Diastolic,unit,millimeter mercury column
NumUnit,Kg/mÃÂ²,unit,kilogram per square meter
NumUnit,X 10-9/l,unit,billion per liter
NumUnit,mg/100 ml,unit,
NumUnit,10^6/L,unit,million per liter
NumUnit,/100(WBC),unit,per 100 white blood cells
NumUnit,cigs/day (past),unit,per 24 hours
NumUnit,femto L,unit,femtoliter
NumUnit,10*-2,unit,trillion per liter
NumUnit,0,unit,
NumUnit,10*12/,unit,trillion per liter
NumUnit,Celsius,unit,degree Celsius
NumUnit,x10'9/l,unit,billion per liter
NumUnit,ml/min/1.73 m*2,unit,milliliter per minute per 1.73 square meter
NumUnit,10*6/uL,unit,million per microliter
NumUnit,CU,unit,clinical unit
NumUnit,breaths/min,unit,counts per minute
NumUnit,10/12L,unit,trillion per liter
NumUnit,d,unit,day
NumUnit,mPas,unit,millipascal
NumUnit,x10,unit,the number ten
NumUnit,/24,unit,score
NumUnit,Cig/d(past),unit,per 24 hours
NumUnit,x10 9/l,unit,billion per liter
NumUnit,% of Hb,unit,percent hemoglobin
NumUnit,fraction,unit,fraction
NumUnit,%Hb,unit,percent hemoglobin
NumUnit,/d,unit,per 24 hours
NumUnit,weeks gestation,unit,week
NumUnit,10*3/mL,unit,thousand per milliliter
NumUnit,x10**9/l,unit,billion per liter
NumUnit,/15,unit,score
NumUnit,/wk,unit,per week
NumUnit,mm in 1Hr,unit,millimeter per hour
NumUnit,nnmol/l,unit,nanomole per liter
NumUnit,*10 9/l,unit,billion per liter
NumUnit,cigarettes / day,unit,per 24 hours
NumUnit,e/9l,unit,billion per liter
NumUnit,mls/min/1.73 m2,unit,milliliter per minute per 1.73 square meter
NumUnit,mmol/mol HbA0,unit,millimole per mole of hemoglobin
NumUnit,/mL,unit,per milliliter
NumUnit,mg/mmol (creat),unit,milligram per millimole of creatinine
NumUnit,no./day,unit,per 24 hours
NumUnit,mLs/min/1.73m^2,unit,milliliter per minute per 1.73 square meter
NumUnit,Null,unit,
NumUnit,mL/min/1.73^2,unit,milliliter per minute per 1.73 square meter
NumUnit,O/E - BP reading normal,unit,millimeter mercury column
NumUnit,x10/9 l,unit,billion per liter
NumUnit,mm(Hg),unit,millimeter mercury column
NumUnit,*10^12/l,unit,trillion per liter
NumUnit,/100 WBCs,unit,per 100 white blood cells
NumUnit,kAU/L,unit,thousand allergen-specific IgE antibody units per liter
NumUnit,Kgs,unit,kilogram
NumUnit,-,unit,unit
NumUnit,{Resp}/min,unit,counts per minute
NumUnit,O/E - blood pressure reading,unit,millimeter mercury column
NumUnit,18.5-24.9,unit,kilogram per square meter
NumUnit,% Tot.Hb,unit,percent hemoglobin
NumUnit,ug Hb/g,unit,
NumUnit,[iU]/mL,unit,international unit per milliliter
NumUnit,cigars/day,unit,per 24 hours
NumUnit,mIU/ml,unit,milli-international unit per milliliter
NumUnit,10^6/uL,unit,million per microliter
NumUnit,mm/1stHr,unit,millimeter per hour
NumUnit,{U}/L,unit,unit per liter
NumUnit,mm/1Hr,unit,millimeter per hour
NumUnit,oz/wk.,unit,
NumUnit,Kg/m?,unit,kilogram per square meter
NumUnit,/7,unit,score
NumUnit,mL/min/uSA,unit,milliliter per minute
NumUnit,mins,unit,minute
NumUnit,10/9/l,unit,billion per liter
NumUnit,/100,unit,per hundred
NumUnit,light d/wk,unit,day per week
NumUnit,mmol/mol Hb,unit,millimole per mole of hemoglobin
NumUnit,nanograms/ml,unit,nanogram per milliliter
NumUnit,x 10^12/l,unit,trillion per liter
NumUnit,g/dL.,unit,gram per deciliter
NumUnit,times/day,unit,per 24 hours
NumUnit,mg/mmol Creat.,unit,milligram per millimole of creatinine
NumUnit,X1012/L,unit,trillion per liter
NumUnit,mEq/L,unit,microequivalent per liter
NumUnit,ug Hb/g Faeces,unit,
NumUnit,mmol,unit,millimole
NumUnit,Full blood count - FBC,unit,
NumUnit,Unit,unit,unit
NumUnit,mls/min/1.73m2,unit,milliliter per minute per 1.73 square meter
NumUnit,/35,unit,score
NumUnit,Undefined,unit,
NumUnit,mm/1st Hour,unit,millimeter per hour
NumUnit,microgram/g,unit,microgram per gram
NumUnit,/cu.mm.,unit,per cubic millimeter
NumUnit,1,unit,
NumUnit,DCCT %,unit,percent hemoglobin A1c
NumUnit,mm in 1 hr,unit,millimeter per hour
NumUnit,gms/dl,unit,gram per deciliter
NumUnit,units/l,unit,unit per liter
NumUnit,10e9/l,unit,billion per liter
NumUnit,per month,unit,per month
NumUnit,ugHb/g Stl,unit,
NumUnit,/cu.mm,unit,per cubic millimeter
NumUnit,kg/m^2,unit,kilogram per square meter
NumUnit,INR,unit,
NumUnit,% HB.,unit,percent hemoglobin
NumUnit,x10 12,unit,per trillion
NumUnit,month,unit,month
NumUnit,mL/s,unit,milliliter per second
NumUnit,mm 1st h,unit,millimeter per hour
NumUnit,Âµmol/L,unit,micromole per liter
NumUnit,MM 1stHR,unit,millimeter per hour
NumUnit,Secs.,unit,second
NumUnit,mosmol/kg,unit,milliosmole per kilogram
NumUnit,per uL,unit,per microliter
NumUnit,RBC/whole blood,unit,trillion per liter
NumUnit,L/M,unit,liter per minute
NumUnit,ml/min (cor),unit,milliliter per minute per 1.73 square meter
NumUnit,UNKNOWN UN,unit,unit
NumUnit,x 10e9/litre,unit,billion per liter
NumUnit,Urine glucose test negative,unit,
NumUnit,mm hh,unit,millimeter mercury column
NumUnit,mg/day,unit,milligram per 24 hours
NumUnit,10/12 l,unit,trillion per liter
NumUnit,SD,unit,score
NumUnit,X 10 12/L,unit,trillion per liter
NumUnit,Urine protein test negative,unit,
NumUnit,109l,unit,billion per liter
NumUnit,cig/day,unit,per 24 hours
NumUnit,mg/mmol CRT,unit,milligram per millimole of creatinine
NumUnit,{(stage)},unit,
NumUnit,K/M2,unit,kilogram per square meter
NumUnit,percent,unit,percent
NumUnit,,unit,
NumUnit,points,unit,score
NumUnit,MoM,unit,multiple of the median
NumUnit,mmolL,unit,millimole per liter
NumUnit,x 1012/l,unit,trillion per liter
NumUnit,*10 3/L,unit,thousand per liter
NumUnit,h,unit,hour
NumUnit,Ounces of tobacco/day,unit,per 24 hours
NumUnit,IU/dL,unit,international unit per deciliter
NumUnit,MONTHS,unit,month
NumUnit,l/l.,unit,liter per liter
NumUnit,mmol/kg,unit,millimole per kilogram
NumUnit,mPa,unit,millipascal
NumUnit,minutes,unit,minute
NumUnit,pack years,unit,
NumUnit,'C,unit,degree Celsius
NumUnit,/60,unit,score
NumUnit,ug/g faeces,unit,microgram per gram
NumUnit,mod exercise,unit,times
NumUnit,% HB,unit,percent hemoglobin
NumUnit,ml/min/1.73sq.m.,unit,milliliter per minute per 1.73 square meter
NumUnit,x1O^9,unit,per billion
NumUnit,Hours,unit,hour
NumUnit,kcal/day,unit,kilocalorie per 24 hours
NumUnit,10^12/,unit,trillion
NumUnit,......,unit,
NumUnit,X10*12,unit,per trillion
NumUnit,L/sec,unit,liter per second
NumUnit,mm/1st Hr,unit,millimeter per hour
NumUnit,mg/mmol Cre,unit,milligram per millimole of creatinine
NumUnit,% Haemoglobin A,unit,percent hemoglobin A1c
NumUnit,/day current,unit,per 24 hours
NumUnit,ml/min/1.73msq,unit,milliliter per minute per 1.73 square meter
NumUnit,IU/L 37C,unit,international unit per liter
NumUnit,,unit,
NumUnit,ml/min/1.73m,unit,milliliter per minute per 1.73 meter
NumUnit,/day Ex smoker,unit,per 24 hours
NumUnit,Serum electrolytes,unit,
NumUnit,mL/mn/1.73m,unit,milliliter per minute per 1.73 meter
NumUnit,mlU/L,unit,milli-international unit per liter
NumUnit,x10\S\9/L,unit,billion per liter
NumUnit,{U}/mL,unit,unit per milliliter
NumUnit,ug/mg creat.,unit,microgram per milligram of creatinine
NumUnit,/100 WBC,unit,per 100 white blood cells
NumUnit,Microbiology,unit,
NumUnit,part/mill,unit,parts per million
NumUnit,per cmm,unit,per cubic millimeter
NumUnit,/17,unit,score
NumUnit,g,unit,gram
NumUnit,Errors,unit,
NumUnit,% of total,unit,percent total
NumUnit,No/Day,unit,per 24 hours
NumUnit,ugFEU/ml,unit,microgram of fibrinogen equivalent unit per milliliter
NumUnit,mg/kg,unit,milligram per kilogram
NumUnit,uU/mL,unit,
NumUnit,xx,unit,
NumUnit,mm 1st Hr,unit,millimeter per hour
NumUnit,U,unit,unit
NumUnit,mls,unit,milliliter
NumUnit,Haematocrit - PCV,unit,percent
NumUnit,ng/ml.,unit,nanogram per milliliter
NumUnit,portns/day,unit,per 24 hours
NumUnit,uIU/ml,unit,micro-international unit per milliliter
NumUnit,wks,unit,week
NumUnit,(bdsk u),unit,
NumUnit,/20,unit,score
NumUnit,ppmCO,unit,parts per million
NumUnit,mPa's,unit,millipascal second
NumUnit,a/day,unit,per 24 hours
NumUnit,picomoles/l,unit,picomole per liter
NumUnit,kilograms,unit,kilogram
NumUnit,Cervical smear-no inflammation,unit,
NumUnit,x10'12/l,unit,trillion per liter
NumUnit,munit/L,unit,
NumUnit,mmo/L,unit,millimole per liter
NumUnit,/8,unit,score
NumUnit,Ã¦mol/l,unit,
NumUnit,HbA1c,unit,
NumUnit,MMLITRES,unit,millimole per liter
NumUnit,X 10-12/l,unit,trillion per liter
NumUnit,times,unit,times
NumUnit,pg/dL,unit,picogram per deciliter
NumUnit,g/d,unit,gram per 24 hours
NumUnit,x10**12/l,unit,trillion per liter
NumUnit,umol/24h,unit,micromole per 24 hours
NumUnit,% (DCCT),unit,percent hemoglobin A1c
NumUnit,10,unit,the number ten
NumUnit,ml/mn/1.73m2,unit,milliliter per minute per 1.73 square meter
NumUnit,mg/mmol/creat,unit,milligram per millimole of creatinine
NumUnit,ug Hb/g stool,unit,
NumUnit,x10 12/l,unit,trillion per liter
NumUnit,{Units}/d,unit,per 24 hours
NumUnit,nmol/d,unit,nanomole per 24 hours
NumUnit,metres,unit,meter
NumUnit,10*6/mL,unit,million per milliliter
NumUnit,[arb'U],unit,unit
NumUnit,no. per week,unit,per week
NumUnit,R,unit,ratio
NumUnit,(Measured),unit,
NumUnit,mg/mmol Cr,unit,milligram per millimole of creatinine
NumUnit,per/day,unit,per 24 hours
NumUnit,oz/week,unit,
NumUnit,mm/hr.,unit,millimeter per hour
NumUnit,mOsm/Kg,unit,milliosmole per kilogram
NumUnit,Hrs,unit,hour
NumUnit,Thou/uL,unit,thousand per microliter
NumUnit,oC,unit,degree Celsius
NumUnit,CIGARETTES PER DAY,unit,per 24 hours
NumUnit,mg/mmol creatinine,unit,milligram per millimole of creatinine
NumUnit,ppb,unit,
NumUnit,degrees celsius,unit,degree Celsius
NumUnit,Cervical smear:inadequate spec,unit,
NumUnit,/hpf,unit,per high power field
NumUnit,10*12L,unit,trillion per liter
NumUnit,O/E - BP borderline raised,unit,millimeter mercury column
NumUnit,umol/d,unit,micromole per 24 hours
NumUnit,pg/l,unit,picogram per liter
NumUnit,mg(Alb)/mmol(Creat),unit,milligram per millimole of creatinine
NumUnit,mPa.s.,unit,millipascal second
NumUnit,U/month,unit,per month
NumUnit,resp/min,unit,counts per minute
NumUnit,10 ^9/L,unit,billion per liter
NumUnit,Laboratory procedures,unit,
NumUnit,/second,unit,per second
NumUnit,/16 (>2 signfic),unit,score
NumUnit,fits/week,unit,per week
NumUnit,cigarettes a day,unit,per 24 hours
NumUnit,x 10?'9/l,unit,billion per liter
NumUnit,uL,unit,microliter
NumUnit,ltrs,unit,liter
NumUnit,units / week,unit,unit per week
NumUnit,deg C,unit,degree Celsius
NumUnit,*10 12/l,unit,trillion per liter
NumUnit,ml/min/m*2,unit,milliliter per minute per 1.73 square meter
NumUnit,AST - aspartate transam.(SGOT),unit,
NumUnit,Haematology,unit,
NumUnit,units/day,unit,per 24 hours
NumUnit,cigarettes,unit,
NumUnit,ÃÂµmol/L,unit,micromole per liter
NumUnit,L/S,unit,liter per second
NumUnit,x10^9/1,unit,billion per liter
NumUnit,mmol/24h,unit,millimole per 24 hours
NumUnit,O/E - BP reading,unit,millimeter mercury column
NumUnit,mg/ml,unit,milligram per milliliter
NumUnit,?:1,unit,ratio
NumUnit,umol,unit,micromole
NumUnit,Urinalysis = no abnormality,unit,
NumUnit,MM /HR,unit,millimeter per hour
NumUnit,/70,unit,score
NumUnit,units /week,unit,
NumUnit,titre,unit,titer
NumUnit,portions/day,unit,per 24 hours
NumUnit,a,unit,
NumUnit,Thyroid hormone tests,unit,
NumUnit,sq. m,unit,square meter
NumUnit,fl.,unit,femtoliter
NumUnit,/42,unit,score
NumUnit,ALT/SGPT serum level,unit,unit per liter
NumUnit,nmol/24h,unit,nanomole per 24 hours
NumUnit,grade,unit,
NumUnit,BP,unit,millimeter mercury column
NumUnit,mmol/d,unit,millimole per 24 hours
NumUnit,[pH],unit,pH
NumUnit,angular degrees,unit,
NumUnit,Yrs,unit,year
NumUnit,RBC dist width,unit,
NumUnit,mg/mmol of creatinine,unit,milligram per millimole of creatinine
NumUnit,PHF,unit,
NumUnit,mU/mL,unit,unit per milliliter
NumUnit,breath/min,unit,
NumUnit,Serum lipids,unit,millimole per liter
NumUnit,x10/12 l,unit,trillion per liter
NumUnit,umol/mol,unit,micromole per mole
NumUnit,Liver function tests - general,unit,
NumUnit,lu/l,unit,international unit per liter
NumUnit,g/molC,unit,gram per mole
NumUnit,aemol/l,unit,
NumUnit,KHz,unit,kilohertz
NumUnit,/hour,unit,per hour
NumUnit,Full blood count normal,unit,
NumUnit,mm in 1 hour,unit,millimeter per hour
NumUnit,mm/1 Hour,unit,millimeter per hour
NumUnit,mmol/1,unit,millimole per liter
NumUnit,gm/dl,unit,gram per deciliter
NumUnit,",",unit,
NumUnit,mL/mn/1.73,unit,milliliter per minute per 1.73 meter
NumUnit,ug/g.,unit,microgram per gram
NumUnit,u/dl,unit,unit per deciliter
NumUnit,umol/mol Haem,unit,micromole per mole of hemoglobin
NumUnit,No.,unit,
NumUnit,International normalised ratio,unit,
NumUnit,+,unit,
NumUnit,COppm,unit,parts per million
NumUnit,ml/min(cor),unit,milliliter per minute per 1.73 square meter
NumUnit,1/minute,unit,liter per minute
NumUnit,inches,unit,inch (British)
NumUnit,mmol/m,unit,millimole per square meter
NumUnit,cells/cmm,unit,
NumUnit,degrees centigrade,unit,degree Celsius
NumUnit,ng/Litre,unit,nanogram per liter
NumUnit,Target,unit,
NumUnit,Celcius,unit,degree Celsius
NumUnit,frac. of total,unit,fraction
NumUnit,{log-unit},unit,
NumUnit,10e12/l,unit,trillion per liter
NumUnit,yrs@20cigs/day,unit,cigarettes pack-years smoked during life
NumUnit,severity,unit,
NumUnit,%Tot.,unit,percent total
NumUnit,WBC/mL,unit,
NumUnit,PUFFS/DAY,unit,per 24 hours
NumUnit,uM/l,unit,micromole per liter
NumUnit,cells/uL,unit,cells per microliter
NumUnit,(bsa),unit,
NumUnit,Unt/Wk,unit,unit per week
NumUnit,/cu mm.,unit,per cubic millimeter
NumUnit,10/12/,unit,trillion
NumUnit,BL,unit,
NumUnit,ex cig/d,unit,per 24 hours
NumUnit,/month,unit,per month
NumUnit,mm^3,unit,cubic millimeter
NumUnit,kPa,unit,kilopascal
NumUnit,ug/l FEU,unit,microgram of fibrinogen equivalent unit per liter
NumUnit,umol/24hr,unit,micromole per 24 hours
NumUnit,O/E - BP reading raised,unit,millimeter mercury column
NumUnit,mg/kg stool,unit,
NumUnit,% total haemoglobin,unit,percent hemoglobin
NumUnit,Urea and electrolytes,unit,
NumUnit,deg celcius,unit,degree Celsius
NumUnit,(pu),unit,
NumUnit,percentage unit,unit,percent
NumUnit,mgALB/mmolCREAT,unit,milligram per millimole of creatinine
NumUnit,Arbitrary,unit,
NumUnit,mg/L FEU,unit,milligram of fibrinogen equivalent unit per liter
NumUnit,beats /min,unit,heartbeat
NumUnit,mL/24h/1.73m*2,unit,
NumUnit,MSU = no abnormality,unit,
NumUnit,HbA1c level,unit,
NumUnit,Free T4 level,unit,
NumUnit,O/E - weight NOS,unit,
NumUnit,total ratio,unit,ratio
NumUnit,U/wk,unit,unit per week
NumUnit,m2,unit,square meter
NumUnit,?,unit,
NumUnit,Blood chemistry,unit,
NumUnit,times per week,unit,per week
NumUnit,g/l.,unit,gram per liter
NumUnit,degrees celcius,unit,degree Celsius
NumUnit,deg.C,unit,degree Celsius
NumUnit,High vaginal swab taken,unit,
NumUnit,past cig/day,unit,
NumUnit,upw,unit,unit per week
NumUnit,grams,unit,gram
NumUnit,Blood sample -> Haematol Lab,unit,
NumUnit,ZZ,unit,
NumUnit,umol//l,unit,micromole per liter
NumUnit,Centigrade,unit,degree Celsius
NumUnit,pg.,unit,picogram
NumUnit,/63,unit,score
NumUnit,fg,unit,femtogram
NumUnit,Chemical function tests,unit,
NumUnit,per week,unit,per week
NumUnit,MM 1stH,unit,millimeter per hour
NumUnit,/40weeks,unit,
NumUnit,Blood sample -> Lab NOS,unit,
NumUnit,Children,unit,
NumUnit,kg/m/m,unit,kilogram per square meter
NumUnit,mcg,unit,
NumUnit,u/g(Hb),unit,microgram per gram of hemoglobin
NumUnit,litres/sec,unit,liter per second
NumUnit,Serum cholesterol normal,unit,
NumUnit,Flag),unit,
NumUnit,SI,unit,
NumUnit,Cerv.smear: borderline changes,unit,
NumUnit,MICROGMS/L,unit,microgram per liter
NumUnit,mm/l,unit,
NumUnit,nmol/24hr,unit,nanomole per 24 hours
NumUnit,rbc distribution,unit,
NumUnit,mgs,unit,milligram
NumUnit,Cervical Smear Adequate,unit,
NumUnit,/48,unit,score
NumUnit,Ex/day,unit,per 24 hours
NumUnit,mg/mmo,unit,milligram per millimole
NumUnit,admissions,unit,
NumUnit,O/E-blood pressure reading NOS,unit,millimeter mercury column
