0,1,2,3
hes,147LTS,magnitude,147.0
hes,147LTS,unit,"['liter', 'L', 'litre', 'l']"
hes,192LTS,magnitude,192.0
hes,192LTS,unit,"['liter', 'L', 'litre', 'l']"
hes,268LTS,magnitude,268.0
hes,268LTS,unit,"['liter', 'L', 'litre', 'l']"
hes,284litres,magnitude,284.0
hes,284litres,unit,"['liter', 'L', 'litre', 'l']"
hes,147 litres,magnitude,147.0
hes,147 litres,unit,"['liter', 'L', 'litre', 'l']"
hes,18 Litres,magnitude,18.0
hes,18 Litres,unit,"['liter', 'L', 'litre', 'l']"
hes,54 Litres,magnitude,54.0
hes,54 Litres,unit,"['liter', 'L', 'litre', 'l']"
hes,84 Litres,magnitude,84.0
hes,84 Litres,unit,"['liter', 'L', 'litre', 'l']"
hes,85 Litres,magnitude,85.0
hes,85 Litres,unit,"['liter', 'L', 'litre', 'l']"
hes,90 Litres,magnitude,90.0
hes,90 Litres,unit,"['liter', 'L', 'litre', 'l']"
hes,91 Litres,magnitude,91.0
hes,91 Litres,unit,"['liter', 'L', 'litre', 'l']"
hes,94 Litres,magnitude,94.0
hes,94 Litres,unit,"['liter', 'L', 'litre', 'l']"
hes,98 Litres,magnitude,98.0
hes,98 Litres,unit,"['liter', 'L', 'litre', 'l']"
hes,102 Litres,magnitude,102.0
hes,102 Litres,unit,"['liter', 'L', 'litre', 'l']"
hes,103 Litres,magnitude,103.0
hes,103 Litres,unit,"['liter', 'L', 'litre', 'l']"
hes,105 Litres,magnitude,105.0
hes,105 Litres,unit,"['liter', 'L', 'litre', 'l']"
hes,107 Litres,magnitude,107.0
hes,107 Litres,unit,"['liter', 'L', 'litre', 'l']"
hes,108 Litres,magnitude,108.0
hes,108 Litres,unit,"['liter', 'L', 'litre', 'l']"
hes,110 Litres,magnitude,110.0
hes,110 Litres,unit,"['liter', 'L', 'litre', 'l']"
hes,130 Litres,magnitude,130.0
hes,130 Litres,unit,"['liter', 'L', 'litre', 'l']"
hes,140 Litres,magnitude,140.0
hes,140 Litres,unit,"['liter', 'L', 'litre', 'l']"
hes,141 Litres,magnitude,141.0
hes,141 Litres,unit,"['liter', 'L', 'litre', 'l']"
hes,146 Litres,magnitude,146.0
hes,146 Litres,unit,"['liter', 'L', 'litre', 'l']"
hes,157 Litres,magnitude,157.0
hes,157 Litres,unit,"['liter', 'L', 'litre', 'l']"
hes,163 Litres,magnitude,163.0
hes,163 Litres,unit,"['liter', 'L', 'litre', 'l']"
hes,165 Litres,magnitude,165.0
hes,165 Litres,unit,"['liter', 'L', 'litre', 'l']"
hes,166 Litres,magnitude,166.0
hes,166 Litres,unit,"['liter', 'L', 'litre', 'l']"
hes,173 Litres,magnitude,173.0
hes,173 Litres,unit,"['liter', 'L', 'litre', 'l']"
hes,175 Litres,magnitude,175.0
hes,175 Litres,unit,"['liter', 'L', 'litre', 'l']"
hes,230 Litres,magnitude,230.0
hes,230 Litres,unit,"['liter', 'L', 'litre', 'l']"
hes,235 Litres,magnitude,235.0
hes,235 Litres,unit,"['liter', 'L', 'litre', 'l']"
hes,240 Litres,magnitude,240.0
hes,240 Litres,unit,"['liter', 'L', 'litre', 'l']"
hes,242 Litres,magnitude,242.0
hes,242 Litres,unit,"['liter', 'L', 'litre', 'l']"
hes,277 Litres,magnitude,277.0
hes,277 Litres,unit,"['liter', 'L', 'litre', 'l']"
hes,346 Litres,magnitude,346.0
hes,346 Litres,unit,"['liter', 'L', 'litre', 'l']"
hes,4 cuft,magnitude,4.0
hes,4 cuft,unit,"['cu. ft.', 'cu ft', 'ft³', 'cubic feet', 'cu foot', 'cu feet', 'cubic foot']"
hes,8 cuft,magnitude,8.0
hes,8 cuft,unit,"['cu. ft.', 'cu ft', 'ft³', 'cubic feet', 'cu foot', 'cu feet', 'cubic foot']"
hes,2cuft,magnitude,2.0
hes,2cuft,unit,"['cu. ft.', 'cu ft', 'ft³', 'cubic feet', 'cu foot', 'cu feet', 'cubic foot']"
hes,6cuft,magnitude,6.0
hes,6cuft,unit,"['cu. ft.', 'cu ft', 'ft³', 'cubic feet', 'cu foot', 'cu feet', 'cubic foot']"
hes,12cuft,magnitude,12.0
hes,12cuft,unit,"['cu. ft.', 'cu ft', 'ft³', 'cubic feet', 'cu foot', 'cu feet', 'cubic foot']"
hes,14.1cuft,magnitude,14.1
hes,14.1cuft,unit,"['cu. ft.', 'cu ft', 'ft³', 'cubic feet', 'cu foot', 'cu feet', 'cubic foot']"
hes,113cuft,magnitude,113.0
hes,113cuft,unit,"['cu. ft.', 'cu ft', 'ft³', 'cubic feet', 'cu foot', 'cu feet', 'cubic foot']"
hes,140cuft,magnitude,140.0
hes,140cuft,unit,"['cu. ft.', 'cu ft', 'ft³', 'cubic feet', 'cu foot', 'cu feet', 'cubic foot']"
hes,7 CUFT,magnitude,7.0
hes,7 CUFT,unit,"['cu. ft.', 'cu ft', 'ft³', 'cubic feet', 'cu foot', 'cu feet', 'cubic foot']"
hes,105Cu,magnitude,105.0
hes,105Cu,unit,"['cu. ft.', 'cu ft', 'ft³', 'cubic feet', 'cu foot', 'cu feet', 'cubic foot']"
hes,7cf,magnitude,7.0
hes,7cf,unit,"['cu. ft.', 'cu ft', 'ft³', 'cubic feet', 'cu foot', 'cu feet', 'cubic foot']"
hes,14.4cu.ft,magnitude,14.4
hes,14.4cu.ft,unit,"['cu. ft.', 'cu ft', 'ft³', 'cubic feet', 'cu foot', 'cu feet', 'cubic foot']"
hes,1ft x 1ft x1ft,magnitude,1.0
hes,1ft x 1ft x1ft,unit,"['cu. ft.', 'cu ft', 'ft³', 'cubic feet', 'cu foot', 'cu feet', 'cubic foot']"
phm,.1 mm,magnitude,0.1
phm,.1 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,.25 m.,magnitude,0.25
phm,.25 m.,unit,"['metre', 'm', 'meters', 'metres', 'meter']"
phm,.40 mm,magnitude,0.4
phm,.40 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,.75 m,magnitude,0.75
phm,.75 m,unit,"['metre', 'm', 'meters', 'metres', 'meter']"
phm,0.025 mm,magnitude,0.025
phm,0.025 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,0.05 kg,magnitude,0.05
phm,0.05 kg,unit,"['kilogram', 'kg', 'kilogramme', 'kilo', 'kilograms']"
phm,0.10 m,magnitude,0.1
phm,0.10 m,unit,"['metre', 'm', 'meters', 'metres', 'meter']"
phm,0.35 m,magnitude,0.35
phm,0.35 m,unit,"['metre', 'm', 'meters', 'metres', 'meter']"
phm,0.40 m,magnitude,0.4
phm,0.40 m,unit,"['metre', 'm', 'meters', 'metres', 'meter']"
phm,0.5 mm,magnitude,0.5
phm,0.5 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,0.75 mm,magnitude,0.75
phm,0.75 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,0.758 m,magnitude,0.758
phm,0.758 m,unit,"['metre', 'm', 'meters', 'metres', 'meter']"
phm,0.8 mm,magnitude,0.8
phm,0.8 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,0.80 m,magnitude,0.8
phm,0.80 m,unit,"['metre', 'm', 'meters', 'metres', 'meter']"
phm,006 mm,magnitude,6.0
phm,006 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,007 mm,magnitude,7.0
phm,007 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,015 mm,magnitude,15.0
phm,015 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,016 mm,magnitude,16.0
phm,016 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1 kg,magnitude,1.0
phm,1 kg,unit,"['kilogram', 'kg', 'kilogramme', 'kilo', 'kilograms']"
phm,1 m,magnitude,1.0
phm,1 m,unit,"['metre', 'm', 'meters', 'metres', 'meter']"
phm,1 mm,magnitude,1.0
phm,1 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1.149 m.,magnitude,1.149
phm,1.149 m.,unit,"['metre', 'm', 'meters', 'metres', 'meter']"
phm,1.3 kg,magnitude,1.3
phm,1.3 kg,unit,"['kilogram', 'kg', 'kilogramme', 'kilo', 'kilograms']"
phm,1.3 mm,magnitude,1.3
phm,1.3 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1.4 kg,magnitude,1.4
phm,1.4 kg,unit,"['kilogram', 'kg', 'kilogramme', 'kilo', 'kilograms']"
phm,1.5 g,magnitude,1.5
phm,1.5 g,unit,"['gram', 'g', 'gm', 'gramme', 'grams']"
phm,1.5 mm,magnitude,1.5
phm,1.5 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1.5 mm\,magnitude,1.5
phm,1.5 mm\,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1.6 m,magnitude,1.6
phm,1.6 m,unit,"['metre', 'm', 'meters', 'metres', 'meter']"
phm,1.65 mm,magnitude,1.65
phm,1.65 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1.74 mm,magnitude,1.74
phm,1.74 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1.8 kg,magnitude,1.8
phm,1.8 kg,unit,"['kilogram', 'kg', 'kilogramme', 'kilo', 'kilograms']"
phm,10 kg,magnitude,10.0
phm,10 kg,unit,"['kilogram', 'kg', 'kilogramme', 'kilo', 'kilograms']"
phm,10 mm,magnitude,10.0
phm,10 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,10.4 gm,magnitude,10.4
phm,10.4 gm,unit,"['gram', 'g', 'gm', 'gramme', 'grams']"
phm,100 kg,magnitude,100.0
phm,100 kg,unit,"['kilogram', 'kg', 'kilogramme', 'kilo', 'kilograms']"
phm,100 mm,magnitude,100.0
phm,100 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1000 kg,magnitude,1000.0
phm,1000 kg,unit,"['kilogram', 'kg', 'kilogramme', 'kilo', 'kilograms']"
phm,1000 mm,magnitude,1000.0
phm,1000 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,10000 mm,magnitude,10000.0
phm,10000 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1002 mm,magnitude,1002.0
phm,1002 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1003 mm,magnitude,1003.0
phm,1003 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1004 mm,magnitude,1004.0
phm,1004 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1005 mm,magnitude,1005.0
phm,1005 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,10050 mm,magnitude,10050.0
phm,10050 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1008 mm,magnitude,1008.0
phm,1008 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1009 mm,magnitude,1009.0
phm,1009 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,101 cm,magnitude,101.0
phm,101 cm,unit,"['centimetre', 'cm', '㎝', 'centimeter']"
phm,101 mm,magnitude,101.0
phm,101 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1010 mm,magnitude,1010.0
phm,1010 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1011 mm,magnitude,1011.0
phm,1011 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1012 mm,magnitude,1012.0
phm,1012 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1013 mm,magnitude,1013.0
phm,1013 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1014 mm,magnitude,1014.0
phm,1014 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1015 mm,magnitude,1015.0
phm,1015 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,10150 mm,magnitude,10150.0
phm,10150 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1016 mm,magnitude,1016.0
phm,1016 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1017 mm,magnitude,1017.0
phm,1017 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1018 mm,magnitude,1018.0
phm,1018 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,102 cm,magnitude,102.0
phm,102 cm,unit,"['centimetre', 'cm', '㎝', 'centimeter']"
phm,102 mm,magnitude,102.0
phm,102 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1020 mm,magnitude,1020.0
phm,1020 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1022 mm,magnitude,1022.0
phm,1022 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1023 mm,magnitude,1023.0
phm,1023 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1025 mm,magnitude,1025.0
phm,1025 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1026 mm,magnitude,1026.0
phm,1026 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1027 mm,magnitude,1027.0
phm,1027 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1028 mm,magnitude,1028.0
phm,1028 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1029 mm,magnitude,1029.0
phm,1029 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,103 mm,magnitude,103.0
phm,103 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1030 mm,magnitude,1030.0
phm,1030 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1032 mm,magnitude,1032.0
phm,1032 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1033 mm,magnitude,1033.0
phm,1033 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1035 mm,magnitude,1035.0
phm,1035 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1039 mm,magnitude,1039.0
phm,1039 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,104 mm,magnitude,104.0
phm,104 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,104.6 gm,magnitude,104.6
phm,104.6 gm,unit,"['gram', 'g', 'gm', 'gramme', 'grams']"
phm,1040 mm,magnitude,1040.0
phm,1040 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1043 mm,magnitude,1043.0
phm,1043 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1044 mm,magnitude,1044.0
phm,1044 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1045 mm,magnitude,1045.0
phm,1045 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,105 mm,magnitude,105.0
phm,105 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1050 kg,magnitude,1050.0
phm,1050 kg,unit,"['kilogram', 'kg', 'kilogramme', 'kilo', 'kilograms']"
phm,1050 mm,magnitude,1050.0
phm,1050 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1051 mm,magnitude,1051.0
phm,1051 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1052 mm,magnitude,1052.0
phm,1052 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1053 mm,magnitude,1053.0
phm,1053 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1054 mm,magnitude,1054.0
phm,1054 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1055 mm,magnitude,1055.0
phm,1055 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,10560 mm,magnitude,10560.0
phm,10560 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1058 mm,magnitude,1058.0
phm,1058 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,106 mm,magnitude,106.0
phm,106 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1060 mm,magnitude,1060.0
phm,1060 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1063 mm,magnitude,1063.0
phm,1063 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1064 mm,magnitude,1064.0
phm,1064 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1065 mm,magnitude,1065.0
phm,1065 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1066 mm,magnitude,1066.0
phm,1066 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,10660 mm,magnitude,10660.0
phm,10660 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1067 mm,magnitude,1067.0
phm,1067 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1068 mm,magnitude,1068.0
phm,1068 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,107 mm,magnitude,107.0
phm,107 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1070 mm,magnitude,1070.0
phm,1070 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1071 mm,magnitude,1071.0
phm,1071 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1072 mm,magnitude,1072.0
phm,1072 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1074 mm,magnitude,1074.0
phm,1074 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,10740 mm,magnitude,10740.0
phm,10740 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1075 mm,magnitude,1075.0
phm,1075 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1076 mm,magnitude,1076.0
phm,1076 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,108 mm,magnitude,108.0
phm,108 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1080 mm,magnitude,1080.0
phm,1080 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1085 mm,magnitude,1085.0
phm,1085 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1088 mm,magnitude,1088.0
phm,1088 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,109 mm,magnitude,109.0
phm,109 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1090 mm,magnitude,1090.0
phm,1090 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1092 mm,magnitude,1092.0
phm,1092 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1093 mm,magnitude,1093.0
phm,1093 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1094 mm,magnitude,1094.0
phm,1094 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1095 mm,magnitude,1095.0
phm,1095 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1097 mm,magnitude,1097.0
phm,1097 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,11 kg,magnitude,11.0
phm,11 kg,unit,"['kilogram', 'kg', 'kilogramme', 'kilo', 'kilograms']"
phm,11 mm,magnitude,11.0
phm,11 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,11.5 cm,magnitude,11.5
phm,11.5 cm,unit,"['centimetre', 'cm', '㎝', 'centimeter']"
phm,11.5 kg,magnitude,11.5
phm,11.5 kg,unit,"['kilogram', 'kg', 'kilogramme', 'kilo', 'kilograms']"
phm,110 kg,magnitude,110.0
phm,110 kg,unit,"['kilogram', 'kg', 'kilogramme', 'kilo', 'kilograms']"
phm,110 mm,magnitude,110.0
phm,110 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1100 mm,magnitude,1100.0
phm,1100 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,11000 mm,magnitude,11000.0
phm,11000 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1105 mm,magnitude,1105.0
phm,1105 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1107 mm,magnitude,1107.0
phm,1107 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,111 mm,magnitude,111.0
phm,111 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1110 mm,magnitude,1110.0
phm,1110 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1112 mm,magnitude,1112.0
phm,1112 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1113 mm,magnitude,1113.0
phm,1113 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,11130 mm,magnitude,11130.0
phm,11130 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1114 mm,magnitude,1114.0
phm,1114 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1115 mm,magnitude,1115.0
phm,1115 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1116 mm,magnitude,1116.0
phm,1116 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1117 mm,magnitude,1117.0
phm,1117 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1118 mm,magnitude,1118.0
phm,1118 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,11180 mm,magnitude,11180.0
phm,11180 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,112 mm,magnitude,112.0
phm,112 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1120 mm,magnitude,1120.0
phm,1120 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1121 mm,magnitude,1121.0
phm,1121 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,11230 mm,magnitude,11230.0
phm,11230 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1125 mm,magnitude,1125.0
phm,1125 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1126 mm,magnitude,1126.0
phm,1126 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,113 mm,magnitude,113.0
phm,113 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,113.2 gm,magnitude,113.2
phm,113.2 gm,unit,"['gram', 'g', 'gm', 'gramme', 'grams']"
phm,1130 mm,magnitude,1130.0
phm,1130 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1132 mm,magnitude,1132.0
phm,1132 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1133 mm,magnitude,1133.0
phm,1133 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1135 mm,magnitude,1135.0
phm,1135 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1138 mm,magnitude,1138.0
phm,1138 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,114 mm,magnitude,114.0
phm,114 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1140 mm,magnitude,1140.0
phm,1140 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,11400 mm,magnitude,11400.0
phm,11400 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1143 mm,magnitude,1143.0
phm,1143 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1145 mm,magnitude,1145.0
phm,1145 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1147 mm,magnitude,1147.0
phm,1147 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,115 mm,magnitude,115.0
phm,115 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,1150 gm,magnitude,1150.0
phm,1150 gm,unit,"['gram', 'g', 'gm', 'gramme', 'grams']"
phm,1150 mm,magnitude,1150.0
phm,1150 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
